path,Kontras135,Dissimilarity135,Homogenitas135,Entropi135,ASM135,Energy135,Correlation135
01_F1D022016_1_3.jpg,209572263.4211556,857276658,250533.2138869596,-60916706.28125,7012500,7012500,0.88683631787504
01_F1D022044_1_1.jpg,378061469.3155556,980509149,312031.8315650092,-76427695.98046875,9004264,9004264,0.6673486821397555
01_F1D022044_1_2.jpg,564441898.6043999,998238349,314112.7646788678,-78601873.83984375,8368672,8368672,0.4158527302540157
01_F1D022044_1_3.jpg,328951424.57945555,971522228,287521.6401798185,-72480268.0625,7844123,7844123,0.6382699659923236
01_F1D022069_1_1.jpg,398173740.1133223,953723561,289158.0813817213,-71497533.453125,7717297,7717297,0.5467874577850339
01_F1D022069_1_2.jpg,481081295.736789,806938222,237867.32335664463,-60232255.2265625,8401257,8401257,0.41144464457642443
01_F1D022069_1_3.jpg,508152339.27509993,1196060455,364239.14076401445,-95002368.9375,7956947,7956947,0.7734171426540123
01_f1d022103_1_1.jpg,681231377.925289,1424803271,451752.5284738339,-117577262.640625,8612612,8612612,0.7686880095278262
01_f1d022103_1_2.jpg,392921367.5555556,770900068,284087.7660570731,-60332842.97265625,8072244,8072244,0.5362228933140557
01_f1d022103_1_3.jpg,464851550.1011555,1087199556,365767.0395113704,-86413255.24609375,7851568,7851568,0.58236703533041
01_f1d022120_1_1.jpg,431034225.1975,1138490024,379651.0794390049,-92206546.5625,6814369,6814369,0.8127656105196257
01_f1d022120_1_2.jpg,247160755.7767889,723357122,202024.37796278094,-50238510.875,8762591,8762591,0.613086908965583
01_f1d022120_1_3.jpg,302739692.1173222,1004932329,328085.9498269117,-78648911.5625,8036247,8036247,0.890147133441915
01_f1d022149_1_1.jpg,435114270.71465564,1098406134,371144.7722880608,-88650310.3125,8817769,8817769,0.7216025211008553
01_f1d022149_1_2.jpg,232988598.17198884,814880659,239509.80970239217,-58756178.484375,7984103,7984103,0.7891977101654376
01_F1D022016_2_3.jpg,205174667.30555558,847078742,243944.913650675,-60221351.15625,7041758,7041758,0.8831106426784949
01_F1D022044_2_1.jpg,545163104.6292889,1178802658,381467.2940181074,-95714442.46875,8700984,8700984,0.6704852740866336
01_F1D022044_2_2.jpg,540594600.7197222,976492676,316855.7026425327,-76758271.0625,8578871,8578871,0.4855066354164329
01_F1D022044_2_3.jpg,340922393.42395556,959106777,296960.6781414073,-72954991.171875,8323142,8323142,0.7330014696722943
01_F1D022069_2_1.jpg,394258397.6366222,949222092,284197.0101275158,-71167354.015625,7748418,7748418,0.5586694714861352
