path,Kontras90,Dissimilarity90,Homogenitas90,Entropi90,ASM90,Energy90,Correlation90
01_F1D022016_1_3.jpg,42176499.9879,1103958824,342163.93190665485,-75002232.25,8067891,8067891,-0.10968873693709137
01_F1D022044_1_1.jpg,137555628.58878887,1338914537,389111.4539996048,-93463521.59375,10372157,10372157,-0.07247565594726703
01_F1D022044_1_2.jpg,378596351.17910004,1346750204,406071.7898399883,-96609064.828125,10133753,10133753,-0.03247563739747615
01_F1D022044_1_3.jpg,125102312.22062223,1263576555,392192.0952995932,-88813091.97265625,9378842,9378842,-0.1914453326581261
01_F1D022069_1_1.jpg,228829475.65510002,1291766522,390154.2827717492,-88653934.5,9271621,9271621,-0.03637180621540485
01_F1D022069_1_2.jpg,460349489.2222222,926444537,330704.8073113032,-69484194.31640625,10163148,10163148,-0.0036522703231808397
01_F1D022069_1_3.jpg,156861316.9671,1627893348,485938.0555078986,-117564020.4375,9597837,9597837,0.23080176596179786
01_f1d022103_1_1.jpg,175272637.9999,1918016824,585334.366620429,-144019763.578125,10432795,10432795,0.044084781789525
01_f1d022103_1_2.jpg,311110425.4784,950022811,316245.0507554653,-69303226.20703125,9818424,9818424,0.4054399793399321
01_f1d022103_1_3.jpg,197782339.91065556,1342503296,462913.6887836687,-103197084.21484375,9211501,9211501,-0.2553751417450152
01_f1d022120_1_1.jpg,89099903.97145556,1555110548,462704.0267757529,-112507796.375,8669191,8669191,-0.02393133924395196
01_f1d022120_1_2.jpg,133933761.93262221,844130532,283944.84809044417,-58010832.25,10363656,10363656,-0.13101388935976577
01_f1d022120_1_3.jpg,46213072.248488896,1310467434,418406.8332228504,-94315119.0,9684962,9684962,-0.37711673133960427
01_f1d022149_1_1.jpg,121804406.99305555,1517482970,446367.0927737826,-108226753.515625,10730689,10730689,0.09414324387876481
01_f1d022149_1_2.jpg,79687523.9311,981014877,316053.2459399758,-69004389.484375,9517609,9517609,-0.18946072514379844
01_F1D022016_2_3.jpg,41000691.54839999,1092048785,338348.6801220946,-74111789.4375,7995934,7995934,-0.10735149299626295
01_F1D022044_2_1.jpg,192885184.00265557,1593164522,494771.88426516624,-117686459.23828125,10411571,10411571,-0.1392179142021335
01_F1D022044_2_2.jpg,363546153.09972227,1342324078,401550.38003938954,-95250310.9375,10249911,10249911,0.03139165413364111
01_F1D022044_2_3.jpg,132867906.74265555,1223241760,405054.39563722804,-88979681.5,9994731,9994731,-0.45081922132904734
