path,Kontras0,Dissimilarity0,Homogenitas0,Entropi0,ASM0,Energy0,Correlation0
01_F1D022016_1_3.jpg,37892418.031955555,1090709982,356614.5800832077,-75232760.25,8094098,8094098,-0.07076127909766089
01_F1D022044_1_1.jpg,131486987.86638889,1331333692,405032.1538371985,-93812710.59375,10406179,10406179,0.24027596478590277
01_F1D022044_1_2.jpg,373330289.8919889,1379714188,400184.3935481941,-96981393.078125,10168417,10168417,0.13316996835797257
01_F1D022044_1_3.jpg,119921532.08528888,1267793216,387503.2490272609,-89187639.47265625,9411192,9411192,0.23087334362604672
01_F1D022069_1_1.jpg,224087564.37750003,1193066978,427065.8669562385,-88943649.375,9300677,9300677,0.16809354629802076
01_F1D022069_1_2.jpg,458274419.8834555,904493887,338749.7963036764,-69634073.86328125,10196153,10196153,0.03891306193348226
01_F1D022069_1_3.jpg,147835667.91182223,1640260819,481142.66380400676,-118006097.4375,9624872,9624872,0.35234894695975244
01_f1d022103_1_1.jpg,162524206.08528888,1922435378,567296.3295854827,-144551685.578125,10468456,10468456,0.2203347424229028
01_f1d022103_1_2.jpg,308592070.4372889,961588695,307085.71374704974,-69490852.546875,9852008,9852008,-0.12538656456039513
01_f1d022103_1_3.jpg,193377511.4354555,1425886493,454745.16743144393,-103412160.375,9239415,9239415,0.264185887263873
01_f1d022120_1_1.jpg,80619906.63998887,1534410696,489234.662791881,-112898791.875,8707653,8707653,-0.10987742022039552
01_f1d022120_1_2.jpg,131216925.12132221,830798997,271929.6345722424,-58178449.75,10399805,10399805,-0.14261039771642237
01_f1d022120_1_3.jpg,39920722.36760001,1314301062,416917.7075028635,-94647192.5,9715510,9715510,0.4631279513770858
01_f1d022149_1_1.jpg,113907404.9288889,1466240223,475925.93169169925,-108626043.515625,10769198,10769198,-0.17872704662019637
01_f1d022149_1_2.jpg,76009467.82638888,1000844186,313431.14876808954,-69217396.734375,9546949,9546949,-0.06470803327876393
01_F1D022016_2_3.jpg,36803687.99462222,1076708810,354586.3800826914,-74338188.4375,8021292,8021292,-0.1383731979828195
01_F1D022044_2_1.jpg,183946901.7631,1641070841,488415.20050676295,-118141019.23828125,10444329,10444329,0.23115424807676538
01_F1D022044_2_2.jpg,359342289.79715556,1354023757,416066.996499069,-95441346.1875,10277710,10277710,0.05815615470406282
01_F1D022044_2_3.jpg,127533311.97222222,1292907283,382198.0643743108,-89349542.5,10026536,10026536,0.5598815624562035
01_F1D022069_2_1.jpg,223494349.78710002,1184595846,429099.58780391084,-88625285.4375,9383681,9383681,0.1377130330874991
01_F1D022069_2_2.jpg,470862516.0863888,933563840,357810.81671265163,-73027813.90625,10141907,10141907,0.008397317584871116
01_F1D022069_2_3.jpg,136070183.3288889,1652751265,482888.2418356013,-119132926.3125,9568226,9568226,0.32367272720164225
01_f1d022103_2_1.jpg,180762307.78132224,1854846034,557697.3788249717,-138951718.5390625,10634465,10634465,0.0859474022655044
01_f1d022103_2_2.jpg,311302138.9871,946301582,300165.16952219495,-68453572.9609375,9863775,9863775,-0.09636017635633094
01_f1d022103_2_3.jpg,197030256.26222226,1389870831,443520.46639892756,-100817869.5859375,9246604,9246604,0.3133299648154552
01_f1d022120_2_1.jpg,89163171.7975,1549748650,478860.7963949537,-113054964.125,7598355,7598355,-0.10056130823680956
01_f1d022120_2_2.jpg,168949415.43248886,737756574,293130.89880697266,-54250469.0,10080314,10080314,0.044176414658689905
01_f1d022120_2_3.jpg,35450702.8351,1310990611,417069.55598411633,-94769592.125,9631265,9631265,0.3797607595460814
01_f1d022149_2_1.jpg,103597308.9767889,1413714245,464535.2909992104,-104713532.4375,10833751,10833751,-0.12255639792782436
01_f1d022149_2_2.jpg,95316095.5516,988289617,314719.92892301513,-68958494.25390625,9787956,9787956,0.015656091900996365
01_F1D022044_3_1.jpg,201493705.9039889,1638037818,481285.0189172023,-117457985.375,10520679,10520679,0.17760144786378887
01_F1D022044_3_2.jpg,355243512.17109996,1299460850,383188.2852349277,-90552841.46875,10023709,10023709,0.08918316333906968
01_F1D022044_3_3.jpg,128824674.97240001,1300137489,385472.01811274776,-89749353.53125,10057626,10057626,0.5937122914440611
01_F1D022069_3_1.jpg,206619352.1991,1086509981,401427.633897053,-80540547.4375,9414393,9414393,0.10653631407133934
01_F1D022069_3_2.jpg,473094211.2573223,932771950,356536.75784361426,-72991779.078125,10175759,10175759,0.017867773598109923
01_F1D022069_3_3.jpg,121026509.62448888,1650951638,495291.83373382303,-119747942.75,9488842,9488842,0.21097583251564192
01_f1d022103_3_1.jpg,176259095.8964889,1821734862,545067.2184890218,-136371672.3125,10572694,10572694,0.16840473250765248
01_f1d022103_3_2.jpg,303948474.02982223,980161987,310514.58069698163,-70881701.53515625,9897114,9897114,-0.08837495584051605
01_f1d022103_3_3.jpg,201162031.2981222,1368546498,445758.915203259,-99632817.58203125,9288111,9288111,0.28127327971881744
01_f1d022120_3_1.jpg,92322518.51278889,1568901402,485895.5093096925,-113997971.875,7535783,7535783,-0.07111600282331568
01_f1d022120_3_2.jpg,196172837.9439889,722594628,298931.909944653,-54538271.5,9713771,9713771,0.14818946521173915
01_f1d022120_3_3.jpg,32942576.957322225,1296349100,412500.50829687424,-93758246.0,9513733,9513733,0.3281715019237217
01_f1d022149_3_1.jpg,101329324.26078889,1377353203,447138.08609617513,-100946540.40625,11202151,11202151,-0.013294372078748751
01_f1d022149_3_2.jpg,96402855.2956,969738378,315080.27456827444,-68125888.83203125,10310018,10310018,0.020464002747126533
01_f1d022149_3_3.jpg,494196663.87160003,416626255,225753.75788149837,-38330446.125,10377554,10377554,0.12881263983631333
01_F1D022016_4_3.jpg,43317530.4336,1044288846,352279.3510065997,-72755812.125,8436914,8436914,-0.15938433002276342
01_F1D022044_4_1.jpg,198913678.8416,1639907411,477794.7349456364,-116704172.4375,10606604,10606604,0.28161540808969643
